,product_name,brand_name,RAM,ResolusiKamera,UkuranLayar,KapasitasBaterai,release_date,display_name,price_mean_new,price_mean_used,price_max,price_min
2244,H3 Plus,Himax,3 GB,,5.5 inch,3000 mAh,,Himax H3 Plus,1613870.4444444443,0,1281000,0
2245,Redmi K30 Pro Zoom RAM 8GB ROM 128GB,Xiaomi,8 GB,64 MP,6.67 inch,4700 mAh,2020.0,Xiaomi Redmi K30 Pro Zoom RAM 8GB ROM 128GB,0.0,0,0,0
2246,Reno Z RAM 6GB ROM 128GB,OPPO,6 GB,48 MP,6.4 inch,4035 mAh,,OPPO Reno Z RAM 6GB ROM 128GB,0.0,0,0,0
2247,S10 ROMEO,Strawberry,512 MB,5 MP,4.5 inch,1900 mAh,2016.0,Strawberry S10 ROMEO,393166.66666666674,0,388000,0
2248,GR5 (2017),Huawei,3 GB,12 MP,5.5 inch,3340 mAh,2016.0,Huawei GR5 (2017),1314970.0,0,1308300,0
2249,Galaxy Ace 4 LTE SM-G357,Samsung,1 GB,5 MP,4 inch,1800 mAh,2013.0,Samsung Galaxy Ace 4 LTE SM-G357,1302177.7777777778,0,1310000,0
2250,R17,OPPO,8 GB,16 MP,6.4 inch,3500 mAh,2018.0,OPPO R17,9924744.680851065,0,8999000,0
2251,View 10,Honor,6 GB,20 MP,5.99 inch,3750 mAh,2018.0,Honor View 10,3763811.1111111115,0,3750000,0
2252,Pure XL,Infinix,1 GB,13 MP,5.5 inch,,2014.0,Infinix Pure XL,894555.5555555555,0,908000,0
2253,K4 (2017),LG,1 GB,5 MP,5 inch,2500 mAh,2016.0,LG K4 (2017),970952.7777777779,0,730000,0
2254,A8,AGM,4 GB,13 MP,5 inch,4050 mAh,,AGM A8,2920000.0,0,2920000,0
2255,V30 Pro 256GB,Honor,8 GB,40 MP,6.57 inch,4100 mAh,2019.0,Honor V30 Pro 256GB,0.0,0,0,0
2256,X20 Plus UD,Vivo,4 GB,12 MP,6.43 inch,3900 mAh,2018.0,Vivo X20 Plus UD,0.0,0,0,0
2257,V5,Discovery,512 MB,3 MP,3.5 inch,1800 mAh,2013.0,Discovery V5,1250000.0,0,1250000,0
2258,Zero 2 X509,Infinix,2 GB,13 MP,5 inch,2300 mAh,2015.0,Infinix Zero 2 X509,3732816.666666666,0,3845800,0
2259,S720,Lenovo,512 MB,8 MP,4.5 inch,2000 mAh,2012.0,Lenovo S720,1100000.0,0,1100000,0
2260,8 Pro RAM 12GB ROM 256GB,OnePlus,12 GB,48 MP,6.5 inch,4300 mAh,2020.0,OnePlus 8 Pro RAM 12GB ROM 256GB,0.0,0,0,0
2261,I3S,KATA,1 GB,13 MP,5 inch,2250 mAh,2014.0,KATA I3S,999000.0,0,999000,0
2262,A20G,Evercoss,512 MB,3 MP,5 inch,2000 mAh,2012.0,Evercoss A20G,902500.0,0,1100000,0
2263,Xperia C4 E5303,Sony,2 GB,13 MP,5.5 inch,2600 mAh,2015.0,Sony Xperia C4 E5303,1659000.0,0,1699000,0
2264,Rocket Q5 R1500,Polytron,512 MB,5 MP,5 inch,1700 mAh,2014.0,Polytron Rocket Q5 R1500,895000.0,0,888000,0
2265,A12B Jump Series,Evercoss,256 MB,2 MP,3.5 inch,1300 mAh,2015.0,Evercoss A12B Jump Series,398366.66666666674,0,394000,0
2266,Vandroid S45E,Advan,1 GB,5 MP,4.5 inch,1800 mAh,2017.0,Advan Vandroid S45E,650000.0,0,650000,0
2267,Vibe X 16GB,Lenovo,2 GB,13 MP,5 inch,2000 mAh,2013.0,Lenovo Vibe X 16GB,2386666.666666666,0,1950000,0
2268,Xperia M2 Aqua D2403,Sony,1 GB,8 MP,4.8 inch,2300 mAh,2014.0,Sony Xperia M2 Aqua D2403,3114047.222222222,0,3150000,0
2269,Liquid Jade Primo,Acer,3 GB,21 MP,5.5 inch,,2015.0,Acer Liquid Jade Primo,0.0,0,0,0
2270,Vibe X2 Pro,Lenovo,2 GB,13 MP,5.3 inch,2410 mAh,2015.0,Lenovo Vibe X2 Pro,3194000.0,0,3194000,0
2271,GLORY,Cyrus,512 MB,5 MP,4 inch,1500 mAh,2011.0,Cyrus GLORY,474166.66666666674,0,500000,0
2272,A5000,Lenovo,1 GB,8 MP,5 inch,4000 mAh,2015.0,Lenovo A5000,1550000.0,0,1550000,0
2273,Caviar S2,V-Gen,2 GB,13 MP,5.5 inch,3000 mAh,,V-Gen Caviar S2,957500.0,0,975000,0
2274,K9 Note,Lenovo,3 GB,16 MP,6 inch,3760 mAh,2018.0,Lenovo K9 Note,1399000.0,0,1399000,0
2275,Honor V9 128GB,Huawei,6 GB,12 MP,5.7 inch,4000 mAh,2017.0,Huawei Honor V9 128GB,7150000.0,0,7150000,0
2276,G3 Beat Dual,LG,1 GB,8 MP,5 inch,2540 mAh,2013.0,LG G3 Beat Dual,999000.0,0,999000,0
2277,Power 5,Ulefone,6 GB,21 MP,6 inch,13000 mAh,2018.0,Ulefone Power 5,3967911.1111111115,0,3500000,0
2278,Vibe S1 Lite,Lenovo,2 GB,13 MP,5 inch,2700 mAh,2015.0,Lenovo Vibe S1 Lite,3999000.0,0,3999000,0
2279,PadFone A66 16GB,ASUS,1 GB,8 MP,4.3 inch,1520 mAh,2012.0,ASUS PadFone A66 16GB,7602222.222222223,0,8500000,0
2280,MI240 XPLORER PHOENIX,S-Nexian,512 MB,2 MP,4 inch,1400 mAh,2012.0,S-Nexian MI240 XPLORER PHOENIX,750000.0,0,750000,0
2281,A5T,Evercoss,256 MB,3 MP,3.5 inch,1200 mAh,2014.0,Evercoss A5T,279166.66666666674,0,275000,0
2282,Land Rover A8,Sonim,512 MB,5 MP,4 inch,3000 mAh,2013.0,Sonim Land Rover A8,2575000.0,0,2575000,0
2283,Liquid Z220,Acer,1 GB,5 MP,4 inch,,2014.0,Acer Liquid Z220,504611.11111111107,0,350000,0
2284,Elevate Z A66S,Evercoss,1 GB,13 MP,6 inch,2400 mAh,2013.0,Evercoss Elevate Z A66S,1138322.2222222222,0,1175000,0
2285,B77 MATE7,Brandcode,512 MB,2 MP,4.7 inch,,,Brandcode B77 MATE7,383555.5555555556,0,375000,0
2286,R9,Blackview,3 GB,13 MP,5.2 inch,2500 mAh,,Blackview R9,0.0,0,0,0
2287,Galaxy Note LTE I717 32GB,Samsung,1 GB,8 MP,5.3 inch,2500 mAh,2011.0,Samsung Galaxy Note LTE I717 32GB,0.0,0,0,0
2288,Polymer,Himax,2 GB,13 MP,5 inch,2500 mAh,2014.0,Himax Polymer,2273800.0,0,2075000,0
2289,A66,Evercoss,512 MB,13 MP,5 inch,2000 mAh,2011.0,Evercoss A66,950000.0,0,950000,0
2290,U8860 Honor,Huawei,512 MB,8 MP,4 inch,1930 mAh,2011.0,Huawei U8860 Honor,2200000.0,0,2200000,0
2291,MX16,MAXIS,2 GB,2 MP,3.5 inch,,2011.0,MAXIS MX16,570000.0,0,570000,0
2292,Echo,Kyocera,512 MB,5 MP,3.5 inch,1370 mAh,2011.0,Kyocera Echo,0.0,0,0,0
2293,M1 Note 32GB,Meizu,2 GB,13 MP,5.5 inch,3140 mAh,2014.0,Meizu M1 Note 32GB,3600000.0,0,3600000,0
2294,Lumia 900,Nokia,512 MB,8 MP,4.3 inch,1830 mAh,2012.0,Nokia Lumia 900,3010216.833333333,0,1499000,0
2295,Land Rover A9,Sonim,1 GB,8 MP,4.3 inch,3000 mAh,2014.0,Sonim Land Rover A9,2253194.4444444445,0,4250000,0
2296,IdeaPhone A859,Lenovo,1 GB,8 MP,5 inch,2250 mAh,2013.0,Lenovo IdeaPhone A859,920000.0,0,900000,0
2297,iPhone 64GB,Apple,128 MB,2 MP,3.5 inch,1400 mAh,2007.0,Apple iPhone 64GB,2729377.777777778,0,2525000,0
2298,Curve 8530 Aries,BlackBerry,128 MB,2 MP,2.46 inch,1150 mAh,2009.0,BlackBerry Curve 8530 Aries,246500.0,0,250000,0
2299,XPlay 3S,Vivo,3 GB,13 MP,6 inch,3200 mAh,2013.0,Vivo XPlay 3S,3050000.0,0,3050000,0
2300,Galaxy J3 (2017) 16GB,Samsung,2 GB,8 MP,5 inch,,,Samsung Galaxy J3 (2017) 16GB,1797888.888888889,0,1699000,0
2301,Q89,GSTAR,,0.3 MP,2 inch,,2009.0,GSTAR Q89,625000.0,0,625000,0
2302,Xperia M2 Dual D2302,Sony,1 GB,8 MP,4.8 inch,2300 mAh,2013.0,Sony Xperia M2 Dual D2302,2725000.0,0,2725000,0
2303,A66B,Evercoss,1 GB,8 MP,4.7 inch,1600 mAh,2014.0,Evercoss A66B,1085000.0,0,1085000,0
2304,Galaxy S i9000 8GB,Samsung,512 MB,5 MP,4 inch,1500 mAh,2010.0,Samsung Galaxy S i9000 8GB,1475000.0,0,1475000,0
2305,M2,KATA,1 GB,13 MP,5.5 inch,2300 mAh,2014.0,KATA M2,1223333.333333333,0,2190000,0
2306,Fantasy Mini A99,Mito,512 MB,8 MP,5 inch,4000 mAh,2014.0,Mito Fantasy Mini A99,491455.5555555556,0,810000,0
2307,Xperia Neo V MT11i,Sony,512 MB,5 MP,3.7 inch,1500 mAh,2011.0,Sony Xperia Neo V MT11i,1300000.0,0,1300000,0
2308,S100 Titan,K-TOUCH,1 GB,8 MP,5.3 inch,2800 mAh,2012.0,K-TOUCH S100 Titan,1399000.0,0,1399000,0
2309,G5 32GB,Luna,4 GB,,6.8 inch,4100 mAh,,Luna G5 32GB,1349000.0,0,1349000,0
2310,Freedom 251,Ringing Bells,1 GB,3 MP,4 inch,,2014.0,Ringing Bells Freedom 251,0.0,0,0,0
2311,AS-10,Aldo,256 MB,,3.5 inch,,2013.0,Aldo AS-10,644611.1111111111,0,680000,0
2312,P895 Optimus VU,LG,1 GB,8 MP,5 inch,2100 mAh,2012.0,LG P895 Optimus VU,5375000.0,0,5375000,0
2313,Desire 816 Dual,HTC,1.5 GB,13 MP,5.5 inch,2600 mAh,2014.0,HTC Desire 816 Dual,565911.1111111111,0,599000,0
2314,S55,SUNBERRY,,1.3 MP,2.2 inch,,2005.0,SUNBERRY S55,525000.0,0,525000,0
2315,Sensation (Pyramid) XE Z715E,HTC,768 MB,8 MP,4.3 inch,1730 mAh,2011.0,HTC Sensation (Pyramid) XE Z715E,950000.0,0,950000,0
2316,ST2,Strawberry,512 MB,2 MP,4.5 inch,,2013.0,Strawberry ST2,827411.1111111111,0,890000,0
2317,Lumia 830,Nokia,1 GB,10 MP,5 inch,2200 mAh,2014.0,Nokia Lumia 830,3800000.0,0,3800000,0
2318,VX2,TAXCO mobile,,1.3 MP,2.2 inch,1500 mAh,2009.0,TAXCO mobile VX2,0.0,0,0,0
2319,A51 Bolt,Micromax,256 MB,2 MP,3.5 inch,1500 mAh,2013.0,Micromax A51 Bolt,0.0,0,0,0
2320,Xperia Z3 Dual D6633 32GB,Sony,3 GB,20.7 MP,5.2 inch,3100 mAh,2013.0,Sony Xperia Z3 Dual D6633 32GB,4014191.836734694,0,2750000,0
2321,Galaxy SII(S2) i9100 16GB,Samsung,1 GB,8 MP,4.3 inch,1650 mAh,2011.0,Samsung Galaxy SII(S2) i9100 16GB,3059388.8888888885,0,3699000,0
2322,A7B,Evercoss,512 MB,8 MP,4 inch,1450 mAh,2014.0,Evercoss A7B,599000.0,0,599000,0
2323,AF79i,Asiafone,256 MB,2 MP,3.5 inch,1100 mAh,,Asiafone AF79i,400000.0,0,400000,0
2324,Curve 8520 Gemini,BlackBerry,128 MB,2 MP,2.46 inch,1150 mAh,2009.0,BlackBerry Curve 8520 Gemini,203116.66666666663,0,150000,0
2325,One 32GB,HTC,1 GB,8 MP,4.7 inch,1800 mAh,2012.0,HTC One 32GB,7363961.111111111,0,7500000,0
2326,C729 Doubleplay,LG,512 MB,5 MP,3.5 inch,1500 mAh,2011.0,LG C729 Doubleplay,0.0,0,0,0
2327,M10 ROM 32GB,HTC,4 GB,12 MP,5.2 inch,3000 mAh,,HTC M10 ROM 32GB,8400000.0,0,8400000,0
2328,R1L,OPPO,1 GB,13 MP,5 inch,2410 mAh,2014.0,OPPO R1L,0.0,0,0,0
2329,PadFone 2 64GB,ASUS,2 GB,13 MP,4.7 inch,2140 mAh,2012.0,ASUS PadFone 2 64GB,9199000.0,0,9199000,0
2330,MG121,MAXTRON,,1 MP,1.44 inch,,2007.0,MAXTRON MG121,0.0,0,0,0
2331,V4,MAXTRON,256 MB,5 MP,3.5 inch,1500 mAh,,MAXTRON V4,309900.0,0,309900,0
2332,Moto Z2 Force RAM 6GB ROM 128GB,Motorola,6 GB,12 MP,5.5 inch,,,Motorola Moto Z2 Force RAM 6GB ROM 128GB,0.0,0,0,0
2333,A5C,Evercoss,512 MB,2 MP,3.5 inch,1450 mAh,2013.0,Evercoss A5C,203455.5555555556,0,199000,0
2334,Reno Z RAM 6GB ROM 256GB,OPPO,6 GB,48 MP,6.4 inch,4035 mAh,,OPPO Reno Z RAM 6GB ROM 256GB,9300000.0,0,9300000,0
2335,Galaxy Win Pro G3812,Samsung,1.5 GB,5 MP,4.5 inch,2100 mAh,2013.0,Samsung Galaxy Win Pro G3812,1740000.0,0,1740000,0
2336,C3222 Chat 322,Samsung,,1.3 MP,2.2 inch,1000 mAh,2010.0,Samsung C3222 Chat 322,913103.0,0,950000,0
2337,A53B,Evercoss,256 MB,2 MP,3.5 inch,1300 mAh,2014.0,Evercoss A53B,440133.33333333326,0,430000,0
2338,AF9889 Leopard,Asiafone,512 MB,8 MP,4.5 inch,,2014.0,Asiafone AF9889 Leopard,650000.0,0,650000,0
2339,Note 3S,Coolpad,3 GB,13 MP,5.5 inch,2500 mAh,,Coolpad Note 3S,1380000.0,0,1380000,0
2340,L68,Lexus Mobile,,1.3 MP,2.4 inch,,2010.0,Lexus Mobile L68,0.0,0,0,0
2341,Galaxy SII(S2) T989 16GB,Samsung,1 GB,8 MP,4.52 inch,1850 mAh,2011.0,Samsung Galaxy SII(S2) T989 16GB,4111313.868613139,0,2000000,0
2342,TG02,Toshiba,256 MB,3.15 MP,4.1 inch,1000 mAh,2005.0,Toshiba TG02,0.0,0,0,0
2343,Lumia 610,Nokia,256 MB,5 MP,3.7 inch,1300 mAh,2012.0,Nokia Lumia 610,825000.0,0,825000,0
2344,ATIV S i8750 32GB,Samsung,1 GB,8 MP,4.8 inch,2300 mAh,2012.0,Samsung ATIV S i8750 32GB,906063.3333333335,0,800000,0
2345,Nexus 5 D821 16GB,LG,2 GB,8 MP,4.95 inch,,2013.0,LG Nexus 5 D821 16GB,5450000.0,0,5450000,0
2346,9X Pro 256GB,Honor,8 GB,48 MP,6.59 inch,4000 mAh,,Honor 9X Pro 256GB,0.0,0,0,0
2347,Galaxy Music S6010,Samsung,512 MB,3.15 MP,3 inch,1300 mAh,2012.0,Samsung Galaxy Music S6010,1396500.0,0,1396500,0
2348,Galaxy Star S5280,Samsung,512 MB,2 MP,3 inch,1200 mAh,2013.0,Samsung Galaxy Star S5280,549900.0,0,549900,0
2349,X12,Cubot,1 GB,8 MP,5 inch,,2014.0,Cubot X12,3942918.0,0,3942918,0
2350,Nubia Z5S Mini,ZTE,2 GB,13 MP,4.7 inch,2000 mAh,2013.0,ZTE Nubia Z5S Mini,544700.0,0,399000,0
2351,Lumia 435 Dual,Microsoft,1 GB,2 MP,4 inch,1560 mAh,2014.0,Microsoft Lumia 435 Dual,969000.0,0,969000,0
2352,Galaxy J5 (2017),Samsung,2 GB,13 MP,5.2 inch,3000 mAh,,Samsung Galaxy J5 (2017),1712366.666666667,0,1300000,0
2353,7.2 RAM 6GB ROM 128GB,Nokia,6 GB,48 MP,6.3 inch,3500 mAh,,Nokia 7.2 RAM 6GB ROM 128GB,0.0,0,0,0
2354,BlackPhone BP1,silent circle,1 GB,13 MP,4.7 inch,2000 mAh,2014.0,silent circle BlackPhone BP1,1024777.7777777779,0,990000,0
2355,Galaxy Pocket Neo S5310,Samsung,512 MB,2 MP,3 inch,1200 mAh,2013.0,Samsung Galaxy Pocket Neo S5310,743600.0,0,849000,0
2356,Galaxy Note 3 32GB Dual N9002,Samsung,3 GB,13 MP,5.7 inch,,2013.0,Samsung Galaxy Note 3 32GB Dual N9002,2799000.0,0,2900000,0
2357,Andromax V3S,Smartfren,1 GB,8 MP,5 inch,2500 mAh,2014.0,Smartfren Andromax V3S,1503000.0,0,1850000,0
2358,Galaxy Note 3 64GB 3G N9000,Samsung,3 GB,13 MP,5.7 inch,3200 mAh,2013.0,Samsung Galaxy Note 3 64GB 3G N9000,5229166.666666667,0,7450000,0
2359,V60 ThinQ 5G,LG,8 GB,64 MP,6.8 inch,5000 mAh,2020.0,LG V60 ThinQ 5G,0.0,0,0,0
2360,Nubia Red Magic Mars 256GB,ZTE,10 GB,16 MP,6 inch,3800 mAh,2018.0,ZTE Nubia Red Magic Mars 256GB,9580898.203592816,0,9580000,0
2361,Mate 20 RAM 6GB,Huawei,6 GB,12 MP,6.53 inch,4000 mAh,2018.0,Huawei Mate 20 RAM 6GB,7254600.0,0,7840000,0
2362,Galaxy C7 Pro,Samsung,4 GB,16 MP,5.7 inch,3300 mAh,2017.0,Samsung Galaxy C7 Pro,4275000.0,0,4275000,0
2363,K10,OUKITEL,6 GB,21 MP,6 inch,11000 mAh,2018.0,OUKITEL K10,4657177.777777778,0,4300000,0
2364,8X RAM 6GB ROM 64GB,Honor,6 GB,20 MP,6.5 inch,3750 mAh,2018.0,Honor 8X RAM 6GB ROM 64GB,4331722.222222222,0,4336000,0
2365,Nexus 6P 64GB,Huawei,3 GB,13 MP,5.7 inch,,2015.0,Huawei Nexus 6P 64GB,2286700.0,0,1639000,0
2366,Redmi Note Prime,Xiaomi,2 GB,13 MP,5.5 inch,3100 mAh,2015.0,Xiaomi Redmi Note Prime,1775000.0,0,1775000,0
2367,Xperia E4 E2003,Sony,1 GB,5 MP,5 inch,2300 mAh,2015.0,Sony Xperia E4 E2003,1574150.0,0,1499000,0
2368,V3,Vivo,3 GB,13 MP,5 inch,3000 mAh,2015.0,Vivo V3,1445000.0,0,1445000,0
2369,Picophone M4,Axioo,512 MB,8 MP,5 inch,2000 mAh,2015.0,Axioo Picophone M4,999000.0,0,999000,0
2370,M2,Meizu,2 GB,13 MP,5 inch,2500 mAh,2015.0,Meizu M2,1341627.7777777778,0,1000000,0
2371,S60,Lenovo,2 GB,8 MP,5 inch,2150 mAh,2015.0,Lenovo S60,899000.0,0,899000,0
2372,Ascend P8 Lite,Huawei,2 GB,13 MP,5 inch,2200 mAh,2015.0,Huawei Ascend P8 Lite,986416.6666666665,0,935000,0
2373,Zenfone Go ZC500TG 16GB,ASUS,2 GB,8 MP,5 inch,2070 mAh,2015.0,ASUS Zenfone Go ZC500TG 16GB,956270.0,0,979300,0
2374,Lenny 2 S5030,Wiko,768 MB,5 MP,5 inch,1800 mAh,2015.0,Wiko Lenny 2 S5030,799700.0,0,800000,0
2375,Z5,Lenovo,6 GB,16 MP,6.2 inch,3300 mAh,2018.0,Lenovo Z5,3557051.282051282,0,3400000,0
2376,E3 RAM 6GB ROM 64GB,Meizu,6 GB,12 MP,5.99 inch,3360 mAh,2018.0,Meizu E3 RAM 6GB ROM 64GB,0.0,0,0,0
2377,Winner Y1 A75W,Evercoss,1 GB,8 MP,5 inch,2100 mAh,2015.0,Evercoss Winner Y1 A75W,808666.6666666665,0,700000,0
2378,A7000 Special Edition,Lenovo,2 GB,13 MP,5.5 inch,3000 mAh,2015.0,Lenovo A7000 Special Edition,757072.2222222221,0,700000,0
2379,1 RAM 6GB ROM 128GB,Realme,6 GB,13 MP,6 inch,3410 mAh,2018.0,Realme 1 RAM 6GB ROM 128GB,2595454.5454545454,0,3450000,0
2380,M6S 64GB,Meizu,3 GB,16 MP,5.7 inch,3000 mAh,2018.0,Meizu M6S 64GB,1386788.888888889,0,1250000,0
2381,Winner T3,Evercoss,1 GB,5 MP,4 inch,1500 mAh,2015.0,Evercoss Winner T3,572066.6666666665,0,500000,0
2382,Zenfone 2 ZE551ML RAM 2GB ROM 32GB,ASUS,2 GB,13 MP,5.5 inch,3000 mAh,2015.0,ASUS Zenfone 2 ZE551ML RAM 2GB ROM 32GB,3246985.0,0,3246985,0
2383,PC-318,Prince,,,3.5 inch,,2015.0,Prince PC-318,354900.0,0,354900,0
2384,Galaxy Grand 3 SM-G7200,Samsung,1.5 GB,13 MP,5.25 inch,,2015.0,Samsung Galaxy Grand 3 SM-G7200,115000.0,0,115000,0
2385,V55 16GB,Viewsonic,2 GB,13 MP,5.5 inch,,2015.0,Viewsonic V55 16GB,0.0,0,0,0
2386,Nubia M2 Lite RAM 3GB ROM 32GB,ZTE,3 GB,13 MP,5.5 inch,3000 mAh,2017.0,ZTE Nubia M2 Lite RAM 3GB ROM 32GB,1524111.111111111,0,1499000,0
2387,D6000,Innos,3 GB,16 MP,5.2 inch,6000 mAh,2015.0,Innos D6000,0.0,0,0,0
2388,Xperia L1,Sony,2 GB,13 MP,5.5 inch,2620 mAh,2017.0,Sony Xperia L1,1287388.888888889,0,1285000,0
2389,Phone,VAIO,2 GB,13 MP,5 inch,2500 mAh,2015.0,VAIO Phone,0.0,0,0,0
2390,Zenfone Live ZB501KL 32GB,ASUS,2 GB,13 MP,5 inch,2650 mAh,2017.0,ASUS Zenfone Live ZB501KL 32GB,1350000.0,0,1350000,0
2391,Xperia Z3 Neo,Sony,3 GB,20.7 MP,5.1 inch,,2015.0,Sony Xperia Z3 Neo,4949000.0,0,4949000,0
2392,Canvas Nitro 2,Micromax,2 GB,13 MP,5 inch,2400 mAh,2015.0,Micromax Canvas Nitro 2,0.0,0,0,0
2393,H1 Plus,Himax,3 GB,13 MP,5.5 inch,5000 mAh,2017.0,Himax H1 Plus,847833.3333333335,0,825000,0
2394,S40,CAT,1.5 GB,8 MP,4.7 inch,3000 mAh,2015.0,CAT S40,5115800.0,0,5075000,0
2395,Zenfone 5 Lite A502CG,ASUS,1 GB,8 MP,5 inch,2500 mAh,2014.0,ASUS Zenfone 5 Lite A502CG,3806666.666666666,0,3800000,0
2396,Winner Z Extra Z6,Evercoss,1 GB,8 MP,6 inch,2600 mAh,2017.0,Evercoss Winner Z Extra Z6,689444.4444444445,0,600000,0
2397,Eluga L2,Panasonic,1 GB,8 MP,5.5 inch,2500 mAh,2015.0,Panasonic Eluga L2,0.0,0,0,0
2398,Galaxy S4 mini I9195I,Samsung,1.5 GB,8 MP,4.3 inch,1900 mAh,2015.0,Samsung Galaxy S4 mini I9195I,3999999.0,0,3999999,0
2399,G6 32GB,LG,4 GB,13 MP,5.7 inch,3300 mAh,2017.0,LG G6 32GB,5855000.0,0,5900000,0
2400,SJ1.5,Obi Worldphone,1 GB,8 MP,5 inch,3000 mAh,2015.0,Obi Worldphone SJ1.5,0.0,0,0,0
2401,Z1,Elephone,8 GB,13 MP,5.5 inch,3000 mAh,2017.0,Elephone Z1,0.0,0,0,0
2402,Bolt Q331,Micromax,512 MB,5 MP,5 inch,2000 mAh,2015.0,Micromax Bolt Q331,0.0,0,0,0
2403,Liquid Z205,Acer,1 GB,2 MP,4 inch,1300 mAh,2014.0,Acer Liquid Z205,809800.0,0,809800,0
2404,X 32GB,iMI,3 GB,2 MP,2.4 inch,,2017.0,iMI X 32GB,0.0,0,0,0
2405,A5K,Evercoss,256 MB,2 MP,3.5 inch,1200 mAh,2012.0,Evercoss A5K,232231.94444444447,0,331500,0
2406,X6 Plus,Vivo,4 GB,13 MP,5.7 inch,3000 mAh,2015.0,Vivo X6 Plus,11421068.333333336,0,11499000,0
2407,U11+ 128GB,HTC,6 GB,8 MP,6 inch,3930 mAh,2017.0,HTC U11+ 128GB,10750000.0,0,10750000,0
2408,Snap 6.0,Polaroid,2 GB,13 MP,5.5 inch,,2015.0,Polaroid Snap 6.0,0.0,0,0,0
2409,Note 5 Lite C,Coolpad,2 GB,8 MP,5 inch,2500 mAh,2017.0,Coolpad Note 5 Lite C,1301190.4761904762,0,1350000,0
2410,Zenfone 4 ZE554KL RAM 4GB ROM 64GB,ASUS,4 GB,12 MP,5.5 inch,3000 mAh,2017.0,ASUS Zenfone 4 ZE554KL RAM 4GB ROM 64GB,3899000.0,0,3899000,0
2411,Pegasus 5000 RAM 3GB ROM 32GB,ASUS,3 GB,13 MP,5 inch,,2015.0,ASUS Pegasus 5000 RAM 3GB ROM 32GB,3200000.0,0,3200000,0
2412,Predator 6,Acer,4 GB,21 MP,6 inch,,2015.0,Acer Predator 6,0.0,0,0,0
2413,50e Helium,Archos,1 GB,8 MP,5 inch,2100 mAh,2015.0,Archos 50e Helium,0.0,0,0,0
2414,W909,Gionee,4 GB,16 MP,4.2 inch,2530 mAh,2015.0,Gionee W909,0.0,0,0,0
2415,Robby 2,Wiko,2 GB,16 MP,5.5 inch,,2017.0,Wiko Robby 2,1199000.0,0,1199000,0
2416,X,OnePlus,3 GB,13 MP,5 inch,2525 mAh,2015.0,OnePlus X,3999000.0,0,3999000,0
2417,3 RAM 12GB ROM 128GB,Black Shark,12 GB,64 MP,6.67 inch,4720 mAh,2020.0,Black Shark 3 RAM 12GB ROM 128GB,0.0,0,0,0
2418,Lumia 950,Microsoft,3 GB,20 MP,5.2 inch,3000 mAh,2015.0,Microsoft Lumia 950,6645573.333333332,0,4315000,0
2419,Nova 7 SE RAM 8GB ROM 128GB,Huawei,8 GB,64 MP,6.5 inch,4000 mAh,2020.0,Huawei Nova 7 SE RAM 8GB ROM 128GB,0.0,0,0,0
2420,30 Pro Plus RAM 8GB,Honor,8 GB,50 MP,6.57 inch,,2020.0,Honor 30 Pro Plus RAM 8GB,0.0,0,0,0
2421,30 RAM 6GB ROM 128GB,Honor,6 GB,48 MP,6.53 inch,,2020.0,Honor 30 RAM 6GB ROM 128GB,0.0,0,0,0
2422,30 Pro 256GB,Honor,8 GB,40 MP,6.57 inch,,2020.0,Honor 30 Pro 256GB,0.0,0,0,0
2423,Pro 7 Plus ROM 64GB,Meizu,6 GB,12 MP,5.7 inch,3500 mAh,2017.0,Meizu Pro 7 Plus ROM 64GB,5900000.0,0,5900000,0
2424,Pixel 3 128GB,Google,4 GB,12.2 MP,5.5 inch,2915 mAh,2018.0,Google Pixel 3 128GB,9971822.222222222,0,8750000,0
2425,Nexus 5X,LG,2 GB,12 MP,5.2 inch,2700 mAh,2015.0,LG Nexus 5X,6122350.0,0,5664000,0
2426,Galaxy S6 SM-G920 CDMA 32GB,Samsung,4 GB,13 MP,5.5 inch,3000 mAh,2015.0,Samsung Galaxy S6 SM-G920 CDMA 32GB,8377777.777777777,0,7500000,0
2427,One E9,HTC,3 GB,20 MP,5.5 inch,2800 mAh,2015.0,HTC One E9,6466000.0,0,6466000,0
2428,BlackPhone 2,silent circle,2 GB,13 MP,5.5 inch,3060 mAh,2015.0,silent circle BlackPhone 2,8647111.111111112,0,8550000,0
2429,Galaxy C7 64GB,Samsung,4 GB,16 MP,5.7 inch,3300 mAh,2016.0,Samsung Galaxy C7 64GB,4369583.333333333,0,4125000,0
2430,Mi5s Plus RAM 4GB ROM 64GB,Xiaomi,4 GB,13 MP,5.7 inch,3800 mAh,2016.0,Xiaomi Mi5s Plus RAM 4GB ROM 64GB,3300066.666666666,0,2975000,0
2431,Galaxy On7 (2016),Samsung,3 GB,13 MP,5.5 inch,3300 mAh,2016.0,Samsung Galaxy On7 (2016),3213320.0,0,3478800,0
2432,3T 64GB,OnePlus,6 GB,16 MP,5.5 inch,3400 mAh,2016.0,OnePlus 3T 64GB,3122727.777777778,0,2750000,0
2433,Grand 2,Lava,3 GB,13 MP,5.5 inch,3000 mAh,2016.0,Lava Grand 2,1999000.0,0,1999000,0
2434,R6,Evercoss,1 GB,8 MP,5.5 inch,3000 mAh,,Evercoss R6,453826.38888888893,0,430000,0
